target_chromo	target_window_start	target_window_end	target_id	count	target_strand	sno_id	sno_window_start	sno_window_end	mean_score	min_score	max_score
chr1	42405730	42405745	ENSG00000177181	3	+	ENSG00000200478_SNORD115-41(+)	4	19	0.989	0.985	0.993
chr1	42405730	42405745	ENSG00000177181	3	+	ENSG00000202188_SNORD115-31(+)	4	19	0.989	0.985	0.993
chr1	42405730	42405745	ENSG00000177181	3	+	ENSG00000275524_SNORD115-26(+)	4	19	0.989	0.985	0.993
chr1	42409554	42409569	ENSG00000177181	3	+	ENSG00000212380_SNORD115-45(+)	32	47	0.985	0.981	0.988
chr1	56513000	56513016	ENSG00000162407	4	-	ENSG00000199712_SNORD115-2(+)	9	25	0.991	0.982	0.996
chr1	56513741	56513758	ENSG00000162407	5	-	ENSG00000201992_SNORD115-35(+)	64	81	0.99	0.983	0.997
chr1	56513741	56513758	ENSG00000162407	5	-	ENSG00000202188_SNORD115-31(+)	64	81	0.99	0.983	0.997
chr1	56513741	56513758	ENSG00000162407	5	-	ENSG00000212411_SNORD115(+)	58	75	0.992	0.985	0.997
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199311_SNORD115-34(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199453_SNORD115-12(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199489_SNORD115-25(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199704_SNORD115-29(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199782_SNORD115-9(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199833_SNORD115-21(+)	64	79	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199960_SNORD115-14(+)	64	79	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000199970_SNORD115-3(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200398_SNORD115-24(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200478_SNORD115-41(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200486_SNORD115-11(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200503_SNORD115-5(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200564_SNORD115-39(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200593_SNORD115-33(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200680_SNORD115-4(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200726_SNORD115-8(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200757_SNORD115-16(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200812_SNORD115-6(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200949_SNORD115-32(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000200987_SNORD115-30(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000201143_SNORD115-42(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000201634_SNORD115-48(+)	59	74	0.988	0.983	0.995
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000201679_SNORD115-15(+)	64	79	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000201831_SNORD115-1(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000201907_SNORD115-38(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000201943_SNORD115-10(+)	64	79	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000202261_SNORD115-44(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000202373_SNORD115-43(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000202499_SNORD115-36(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000272460_SNORD115-40(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000273835_SNORD115-13(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000275524_SNORD115-26(+)	65	80	0.986	0.982	0.994
chr1	56513742	56513757	ENSG00000162407	3	-	ENSG00000278089_SNORD115-7(+)	65	80	0.986	0.982	0.994
chr1	56626527	56626542	ENSG00000162407	3	-	ENSG00000201634_SNORD115-48(+)	11	26	0.988	0.981	0.996
chr1	200058245	200058261	ENSG00000116833	4	+	ENSG00000199712_SNORD115-2(+)	9	25	0.984	0.981	0.987
chr1	200075685	200075700	ENSG00000116833	3	+	ENSG00000200398_SNORD115-24(+)	33	48	0.992	0.985	0.997
chr1	200099463	200099478	ENSG00000116833	3	+	ENSG00000199970_SNORD115-3(+)	56	71	0.986	0.983	0.993
chr1	200120448	200120463	ENSG00000116833	3	+	ENSG00000212411_SNORD115(+)	48	63	0.984	0.981	0.988
chr10	114431324	114431339	ENSG00000099204	3	-	ENSG00000212380_SNORD115-45(+)	32	47	0.993	0.993	0.993
chr10	114545633	114545648	ENSG00000099204	3	-	ENSG00000212411_SNORD115(+)	61	76	0.988	0.982	0.995
chr10	114572514	114572529	ENSG00000099204	3	-	ENSG00000200398_SNORD115-24(+)	29	44	0.982	0.98	0.984
chr10	114572518	114572533	ENSG00000099204	3	-	ENSG00000200398_SNORD115-24(+)	33	48	0.99	0.985	0.994
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199311_SNORD115-34(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199453_SNORD115-12(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199489_SNORD115-25(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199704_SNORD115-29(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199712_SNORD115-2(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199782_SNORD115-9(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199833_SNORD115-21(+)	32	47	0.986	0.981	0.993
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199960_SNORD115-14(+)	32	47	0.986	0.981	0.993
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199968_SNORD115-19(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000199970_SNORD115-3(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200163_SNORD115-18(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200478_SNORD115-41(+)	33	48	0.983	0.981	0.986
